Customer_ID,Customer_Name,Age,Gender,Marital_Status,Education_Level,Employment_Status,Occupation,Annual_Income,Monthly_Income,Monthly_Expenses,Savings_Balance,Account_Balance,Credit_Score,Credit_History_Years,Existing_EMI,Debt_to_Income_Ratio,Number_of_Credit_Cards,Previous_Defaults,Loan_ID,Loan_Term,Interest_Rate,EMI_Amount,Loan_Purpose,Loan_Status,Collateral_Value,Monthly_Transaction_Count,Total_Deposits,Total_Withdrawals,Average_Monthly_Balance,Missed_EMI_Count,Days_Past_Due,Outstanding_Loan_Balance,Fraud_Flag,Risk_Category,Recovery_Status,Loan_Default
CUST102580,Kavitha Iyer,40,Female,Married,Graduate,Employed,Doctor,90717,7565,4033,30397,20595,804,11,585,7.7,3,5,LN202580,40,9.74,595,Business,Approved,135004,52,13104,11248,20103,2,25,35302,No,Low,Not Required,No
CUST102581,Anjali Gupta,31,Female,Married,Graduate,Employed,Accountant,64801,5396,2945,16001,10998,648,11,354,6.48,0,-3,LN202581,40,11.09,345,Home,Approved,75004,38,9501,8253,10500,7,34,24498,No,High,Ongoing,Yes
CUST102582,Arjun Patel,31,Male,Married,Graduate,Employed,Business,58318,4859,2679,12405,8604,606,2,288,6.02,1,-4,LN202582,48,9.11,285,Business,Approved,60002,36,8597,7498,8101,0,31,21795,No,High,Ongoing,Yes
CUST102583,Rohit Verma,34,Male,Married,Graduate,Employed,Engineer,75602,6298,3401,21995,15001,706,2,451,6.75,-3,-5,LN202583,44,10.09,450,Home,Approved,100003,38,11001,9505,14502,4,20,29000,No,Medium,Not Required,No
CUST102584,Sneha Nair,30,Female,Single,Graduate,Employed,Teacher,60485,5043,2767,13603,9405,622,3,305,6.09,-4,0,LN202584,59,10.32,308,Personal,Approved,65000,28,8899,7747,8899,2,4,22696,No,High,Ongoing,Yes
CUST102585,Divya Sharma,33,Female,Married,Graduate,Employed,Lecturer,77762,6477,3487,23199,15805,727,4,465,7.52,5,4,LN202585,61,11.04,467,Education,Approved,105003,37,11301,9750,15304,-1,30,29898,No,Low,Not Required,No
CUST102586,Sneha Kapoor,42,Female,Married,Graduate,Employed,Tester,95043,7915,4211,32800,22198,832,9,635,7.6,-1,-1,LN202586,65,11.31,628,Car,Approved,145001,48,13704,11750,21705,0,19,37096,No,Low,Not Required,No
CUST102587,Mohan Rao,31,Male,Single,Graduate,Employed,Shop Owner,66956,5578,3043,17205,11798,654,7,375,6.63,5,-3,LN202587,46,12.09,375,Education,Approved,80004,37,9795,8504,11302,1,4,25399,No,Medium,Not Required,No
CUST102588,Harish Kumar,34,Male,Single,Graduate,Employed,Retailer,79919,6656,3582,24395,16604,737,4,488,7.51,2,-3,LN202588,22,11.87,490,Business,Approved,110004,37,11602,9997,16097,4,-1,30801,Yes,Low,Not Required,No
CUST102589,Pooja Mehta,35,Female,Single,Graduate,Employed,Designer,86398,7202,3853,27996,18999,777,3,551,7.23,0,3,LN202589,55,8.87,551,Home,Approved,125001,46,12500,10754,18496,-2,0,33496,No,Low,Not Required,No
CUST102590,Kavya Iyer,35,Female,Single,Graduate,Employed,HR,73442,6118,3312,20800,14200,693,16,428,7.35,4,-2,LN202590,31,9.59,430,Car,Approved,94995,42,10702,9254,13702,2,3,28096,No,Medium,Not Required,No
CUST102591,Vikram Das,36,Male,Married,Graduate,Employed,Manager,71285,5940,3223,19601,13399,685,11,409,7.05,-1,5,LN202591,23,8.61,411,Personal,Approved,90003,40,10404,8998,12905,-3,27,27199,No,Medium,Not Required,No
CUST102592,Rohit Verma,35,Male,Married,Graduate,Employed,Engineer,75596,6304,3400,22001,15000,714,6,451,7.4,4,-1,LN202592,53,10.57,455,Home,Approved,99999,39,10997,9496,14505,6,15,28999,No,Medium,Not Required,No
CUST102593,Pooja Singh,30,Female,Married,Graduate,Employed,Nurse,69119,5755,3132,18396,12600,667,10,386,6.48,2,-5,LN202593,58,8.27,395,Business,Approved,84995,40,10104,8754,12104,-2,10,26305,No,Medium,Not Required,No
CUST102594,Kavitha Iyer,45,Female,Married,Graduate,Employed,Doctor,90716,7555,4031,30403,20599,803,5,587,7.53,5,4,LN202594,41,10.04,586,Business,Approved,134998,43,13105,11247,20102,7,28,35296,No,Low,Not Required,No
CUST102595,Kiran Kumar,32,Male,Married,Graduate,Employed,Driver,62638,5215,2855,14804,10197,630,7,334,6.5,-3,1,LN202595,24,11.21,329,Car,Approved,70004,30,9204,7997,9696,2,12,23595,Yes,High,Ongoing,Yes
CUST102596,Harish Kumar,33,Male,Single,Graduate,Employed,Retailer,79920,6656,3580,24396,16601,738,7,493,7.08,0,-1,LN202596,29,11.2,490,Business,Approved,109998,37,11602,10001,16105,3,2,30795,Yes,Low,Not Required,No
CUST102597,Kavya Iyer,29,Female,Single,Graduate,Employed,HR,73439,6117,3310,20798,14197,698,15,427,6.67,2,2,LN202597,36,9.72,430,Car,Approved,95004,35,10696,9249,13705,-5,-5,28098,No,Medium,Not Required,No
CUST102598,Kavya Iyer,30,Female,Single,Graduate,Employed,HR,73437,6117,3309,20798,14199,696,14,431,7.16,-4,-4,LN202598,33,9.1,428,Car,Approved,95002,44,10696,9251,13702,-4,1,28103,No,Medium,Not Required,No
CUST102599,Aishwarya Rao,39,Female,Married,Graduate,Employed,Bank Officer,82077,6839,3667,25601,17396,744,3,513,7.47,7,-3,LN202599,31,12.41,507,Personal,Approved,114997,38,11896,10250,16897,-2,13,31698,No,Low,Not Required,No
CUST102600,Rohit Verma,39,Male,Married,Graduate,Employed,Engineer,75600,6303,3395,22002,15000,708,3,455,7.06,5,1,LN202600,52,10.24,454,Home,Approved,100002,44,10998,9505,14499,-2,16,28996,No,Medium,Not Required,No
CUST102601,Vinod Reddy,37,Male,Married,Graduate,Employed,Electrician,84243,7025,3761,26801,18201,766,11,531,7.16,-2,-2,LN202601,52,7.82,525,Car,Approved,119996,45,12197,10497,17701,7,30,32600,No,Low,Not Required,No
CUST102602,Vikram Das,37,Male,Married,Graduate,Employed,Manager,71280,5941,3220,19605,13401,682,15,407,6.65,1,0,LN202602,29,8.91,414,Personal,Approved,90004,39,10396,9000,12899,7,28,27196,No,Medium,Not Required,No
CUST102603,Rahul Sharma,25,Male,Single,Graduate,Employed,Engineer,54000,4502,2504,10005,6997,582,8,255,5.74,-2,4,LN202603,20,8.27,254,Home,Approved,49998,26,7999,7003,6498,-4,0,20001,No,High,Ongoing,Yes
CUST102604,Sneha Kapoor,41,Female,Married,Graduate,Employed,Tester,95035,7916,4207,32802,22203,828,12,633,7.91,2,2,LN202604,62,11.87,628,Car,Approved,145005,51,13696,11745,21700,4,10,37105,No,Low,Not Required,No
CUST102605,Rohit Verma,40,Male,Married,Graduate,Employed,Engineer,75599,6299,3400,21996,15005,714,5,447,6.93,-3,-5,LN202605,47,9.65,451,Home,Approved,99999,39,10999,9505,14503,0,10,29005,No,Medium,Not Required,No
CUST102606,Sneha Kapoor,47,Female,Married,Graduate,Employed,Tester,95043,7922,4215,32798,22205,823,17,630,7.81,2,-3,LN202606,58,11.05,631,Car,Approved,145005,50,13704,11745,21705,-2,18,37096,No,Low,Not Required,No
CUST102607,Vikram Das,30,Male,Married,Graduate,Employed,Manager,71279,5943,3220,19602,13399,688,7,410,7.12,6,5,LN202607,20,8.81,406,Personal,Approved,89999,40,10403,9004,12897,1,33,27205,No,Medium,Not Required,No
CUST102608,Kavya Iyer,36,Female,Single,Graduate,Employed,HR,73436,6120,3306,20805,14196,700,9,431,7.35,3,-2,LN202608,38,9.09,429,Car,Approved,95001,39,10697,9246,13695,0,-2,28104,No,Medium,Not Required,No
CUST102609,Vikram Das,31,Male,Married,Graduate,Employed,Manager,71279,5943,3223,19600,13400,681,6,405,7.11,3,5,LN202609,20,8.36,410,Personal,Approved,90005,42,10397,9002,12897,4,31,27199,No,Medium,Not Required,No
CUST102610,Priya Reddy,23,Female,Married,Graduate,Employed,Analyst,56163,4680,2590,11200,7800,592,-1,271,5.8,-1,0,LN202610,34,9.11,266,Education,Approved,55002,28,8301,7245,7299,-1,15,20895,No,High,Ongoing,Yes
CUST102611,Vinod Reddy,34,Male,Married,Graduate,Employed,Electrician,84243,7021,3760,26800,18200,763,9,531,7.49,4,5,LN202611,46,7.66,535,Car,Approved,119997,47,12204,10503,17703,6,25,32599,No,Low,Not Required,No
CUST102612,Sneha Kapoor,44,Female,Married,Graduate,Employed,Tester,95038,7918,4207,32803,22198,822,9,631,7.66,3,-4,LN202612,60,12.04,629,Car,Approved,145001,46,13696,11745,21702,-2,10,37102,No,Low,Not Required,No
CUST102613,Rahul Sharma,27,Male,Single,Graduate,Employed,Engineer,54004,4505,2496,9999,6995,577,3,249,5.87,6,-3,LN202613,29,7.6,251,Home,Approved,49998,28,7996,6996,6496,-2,4,19999,No,High,Ongoing,Yes
CUST102614,Pooja Singh,31,Female,Married,Graduate,Employed,Nurse,69121,5760,3132,18400,12597,675,6,387,6.64,5,5,LN202614,61,8.01,394,Business,Approved,84997,36,10095,8753,12098,-4,14,26304,No,Medium,Not Required,No
CUST102615,Anjali Gupta,28,Female,Married,Graduate,Employed,Accountant,64801,5402,2947,15995,11004,645,11,346,6.23,7,2,LN202615,35,11.39,355,Home,Approved,74997,31,9495,8247,10505,-2,33,24504,No,High,Ongoing,Yes
CUST102616,Pooja Singh,31,Female,Married,Graduate,Employed,Nurse,69124,5765,3134,18403,12598,669,12,395,6.57,5,1,LN202616,59,8.25,392,Business,Approved,84996,35,10096,8751,12095,6,13,26302,No,Medium,Not Required,No
CUST102617,Divya Sharma,36,Female,Married,Graduate,Employed,Lecturer,77759,6477,3490,23198,15796,726,0,466,7.49,-2,-3,LN202617,55,10.37,466,Education,Approved,105001,43,11305,9748,15299,4,35,29900,No,Low,Not Required,No
CUST102618,Priya Reddy,29,Female,Married,Graduate,Employed,Analyst,56159,4680,2594,11197,7803,591,1,269,5.56,-2,1,LN202618,31,8.46,266,Education,Approved,55000,27,8300,7249,7296,-4,11,20896,No,High,Ongoing,Yes
CUST102619,Priya Reddy,31,Female,Married,Graduate,Employed,Analyst,56158,4675,2588,11199,7796,590,5,273,5.71,3,2,LN202619,36,8.45,266,Education,Approved,55001,36,8297,7248,7297,2,15,20905,No,High,Ongoing,Yes
CUST102620,Anjali Gupta,28,Female,Married,Graduate,Employed,Accountant,64801,5405,2947,15998,11000,644,4,354,6.43,-1,6,LN202620,37,11.63,349,Home,Approved,74997,40,9505,8252,10498,6,29,24503,No,High,Ongoing,Yes
CUST102621,Arjun Patel,24,Male,Married,Graduate,Employed,Business,58322,4862,2685,12395,8604,605,1,290,6.25,-1,-4,LN202621,51,9.69,287,Business,Approved,59996,30,8598,7497,8095,3,31,21801,No,High,Ongoing,Yes
CUST102622,Anjali Gupta,32,Female,Married,Graduate,Employed,Accountant,64799,5396,2950,15995,11004,644,9,350,6.41,5,5,LN202622,34,11.45,353,Home,Approved,74995,31,9496,8245,10495,5,33,24500,No,High,Ongoing,Yes
CUST102623,Mohan Rao,33,Male,Single,Graduate,Employed,Shop Owner,66955,5583,3037,17199,11802,661,8,369,6.28,-1,2,LN202623,43,12.07,375,Education,Approved,79999,36,9800,8496,11304,1,4,25401,No,Medium,Not Required,No
CUST102624,Rohit Verma,40,Male,Married,Graduate,Employed,Engineer,75601,6295,3405,21998,15001,712,3,448,7.01,3,5,LN202624,50,10.26,455,Home,Approved,99995,45,11003,9503,14503,-2,16,28996,No,Medium,Not Required,No
CUST102625,Priya Reddy,21,Female,Married,Graduate,Employed,Analyst,56161,4679,2592,11198,7796,596,1,273,5.56,3,-4,LN202625,39,8.75,267,Education,Approved,54996,28,8297,7247,7305,-3,10,20901,No,High,Ongoing,Yes
CUST102626,Vinod Reddy,44,Male,Married,Graduate,Employed,Electrician,84242,7021,3763,26798,18203,766,4,528,7.13,8,-5,LN202626,47,7.61,532,Car,Approved,119998,46,12196,10500,17704,1,35,32603,No,Low,Not Required,No
CUST102627,Anjali Gupta,31,Female,Married,Graduate,Employed,Accountant,64801,5395,2955,16005,11004,644,5,353,6.25,2,6,LN202627,34,11.78,351,Home,Approved,75003,38,9495,8250,10502,3,35,24502,No,High,Ongoing,Yes
CUST102628,Vinod Reddy,38,Male,Married,Graduate,Employed,Electrician,84237,7023,3763,26803,18199,763,3,529,7.16,-1,0,LN202628,49,8.18,532,Car,Approved,119995,41,12203,10497,17697,4,33,32598,No,Low,Not Required,No
CUST102629,Kiran Kumar,31,Male,Married,Graduate,Employed,Driver,62635,5217,2865,14799,10201,632,11,335,6.48,4,6,LN202629,26,11.2,329,Car,Approved,69996,29,9199,8004,9705,-2,14,23600,Yes,High,Ongoing,Yes
CUST102630,Manoj Singh,43,Male,Single,Graduate,Employed,Police,92875,7735,4119,31604,21404,814,8,613,7.57,6,5,LN202630,46,10.49,613,Personal,Approved,139997,45,13398,11495,20901,-5,-5,36201,No,Low,Not Required,No
CUST102631,Rahul Sharma,22,Male,Single,Graduate,Employed,Engineer,54000,4503,2499,9996,6999,585,-2,255,5.55,-1,3,LN202631,25,7.97,255,Home,Approved,50002,29,8000,7004,6505,-4,-1,19998,No,High,Ongoing,Yes
CUST102632,Manoj Singh,42,Male,Single,Graduate,Employed,Police,92885,7735,4122,31601,21395,816,11,615,8.27,3,-5,LN202632,47,10.32,613,Personal,Approved,140004,47,13395,11496,20904,-2,5,36199,No,Low,Not Required,No
CUST102633,Rahul Sharma,21,Male,Single,Graduate,Employed,Engineer,53997,4497,2498,10000,6998,577,0,246,5.72,-3,-4,LN202633,25,8.27,255,Home,Approved,49997,25,7998,7001,6498,2,3,19996,No,High,Ongoing,Yes
CUST102634,Harish Kumar,42,Male,Single,Graduate,Employed,Retailer,79921,6659,3583,24403,16602,731,5,490,7.22,6,1,LN202634,25,11.15,493,Business,Approved,109996,46,11597,9999,16099,1,5,30800,Yes,Low,Not Required,No
CUST102635,Sneha Kapoor,47,Female,Married,Graduate,Employed,Tester,95036,7919,4205,32805,22201,832,13,629,7.86,0,-5,LN202635,60,11.97,634,Car,Approved,144998,53,13700,11750,21704,-1,13,37101,No,Low,Not Required,No
CUST102636,Priya Reddy,22,Female,Married,Graduate,Employed,Analyst,56157,4677,2591,11205,7796,590,9,265,5.86,6,6,LN202636,35,9.12,272,Education,Approved,55005,32,8300,7248,7303,-1,18,20904,No,High,Ongoing,Yes
CUST102637,Sneha Kapoor,49,Female,Married,Graduate,Employed,Tester,95040,7922,4209,32797,22198,829,11,630,8.25,7,-1,LN202637,55,11.3,626,Car,Approved,145003,51,13701,11748,21696,-3,12,37101,No,Low,Not Required,No
CUST102638,Kavitha Iyer,41,Female,Married,Graduate,Employed,Doctor,90716,7563,4033,30401,20598,799,12,592,7.65,0,-2,LN202638,41,10.09,588,Business,Approved,135003,47,13098,11247,20105,4,33,35296,No,Low,Not Required,No
CUST102639,Kiran Kumar,34,Male,Married,Graduate,Employed,Driver,62644,5216,2861,14803,10202,634,12,330,6.46,-2,4,LN202639,27,10.93,333,Car,Approved,69997,39,9203,7999,9696,1,14,23598,Yes,High,Ongoing,Yes
CUST102640,Aishwarya Rao,43,Female,Married,Graduate,Employed,Bank Officer,82084,6840,3669,25603,17400,746,11,507,7.29,7,5,LN202640,36,12.01,509,Personal,Approved,114995,48,11903,10254,16901,-2,18,31704,No,Low,Not Required,No
CUST102641,Pooja Mehta,41,Female,Single,Graduate,Employed,Designer,86403,7205,3849,28005,18999,780,13,551,7.23,1,-2,LN202641,60,8.53,547,Home,Approved,125003,43,12496,10747,18500,-2,4,33500,No,Low,Not Required,No
CUST102642,Harish Kumar,32,Male,Single,Graduate,Employed,Retailer,79925,6663,3577,24400,16600,740,7,492,7.54,4,3,LN202642,26,11.52,485,Business,Approved,110000,37,11601,9996,16095,1,-5,30802,Yes,Low,Not Required,No
CUST102643,Sneha Nair,27,Female,Single,Graduate,Employed,Teacher,60475,5045,2774,13601,9396,624,10,314,6.03,2,5,LN202643,56,9.6,314,Personal,Approved,65002,36,8900,7753,8901,1,1,22701,No,High,Ongoing,Yes
CUST102644,Kavitha Iyer,47,Female,Married,Graduate,Employed,Doctor,90719,7563,4030,30396,20599,806,7,586,7.65,4,3,LN202644,41,9.77,592,Business,Approved,134997,42,13099,11248,20102,4,32,35303,No,Low,Not Required,No
CUST102645,Rahul Sharma,28,Male,Single,Graduate,Employed,Engineer,54001,4496,2498,10004,6996,583,7,253,5.44,4,0,LN202645,26,8.17,255,Home,Approved,50001,33,7995,6998,6499,-4,-5,20005,No,High,Ongoing,Yes
CUST102646,Pooja Singh,37,Female,Married,Graduate,Employed,Nurse,69121,5762,3133,18402,12595,675,13,393,6.89,-2,5,LN202646,64,7.79,394,Business,Approved,84999,33,10096,8750,12095,0,17,26296,No,Medium,Not Required,No
CUST102647,Aishwarya Rao,38,Female,Married,Graduate,Employed,Bank Officer,82084,6839,3670,25599,17397,744,8,508,7.14,7,-5,LN202647,41,11.65,510,Personal,Approved,114997,46,11905,10254,16899,-1,18,31705,No,Low,Not Required,No
CUST102648,Pooja Mehta,43,Female,Single,Graduate,Employed,Designer,86400,7198,3851,27996,19000,777,3,548,7.24,0,3,LN202648,65,8.88,549,Home,Approved,125005,40,12505,10748,18504,4,4,33503,No,Low,Not Required,No
CUST102649,Kiran Kumar,34,Male,Married,Graduate,Employed,Driver,62644,5219,2862,14799,10197,633,10,331,6.5,0,2,LN202649,22,11.25,335,Car,Approved,69995,33,9202,8003,9698,1,18,23595,Yes,High,Ongoing,Yes
CUST102650,Divya Sharma,39,Female,Married,Graduate,Employed,Lecturer,77764,6483,3491,23195,15796,724,8,470,7.39,8,4,LN202650,57,10.29,475,Education,Approved,104999,42,11304,9745,15295,-3,33,29901,No,Low,Not Required,No
CUST102651,Sneha Kapoor,40,Female,Married,Graduate,Employed,Tester,95040,7915,4211,32798,22201,827,7,630,8.3,-1,-5,LN202651,62,11.88,630,Car,Approved,145004,48,13702,11755,21700,2,15,37095,No,Low,Not Required,No
CUST102652,Pooja Mehta,35,Female,Single,Graduate,Employed,Designer,86399,7199,3849,28002,19000,778,6,554,7.54,4,2,LN202652,56,8.37,555,Home,Approved,124997,44,12498,10755,18497,5,5,33501,No,Low,Not Required,No
CUST102653,Priya Reddy,31,Female,Married,Graduate,Employed,Analyst,56158,4676,2595,11200,7801,595,8,267,5.88,0,2,LN202653,35,8.57,272,Education,Approved,54995,34,8303,7247,7302,-1,14,20900,No,High,Ongoing,Yes
CUST102654,Kavya Iyer,39,Female,Single,Graduate,Employed,HR,73439,6125,3311,20803,14202,693,11,431,7.16,2,2,LN202654,41,9.43,431,Car,Approved,94996,38,10697,9245,13703,3,5,28104,No,Medium,Not Required,No
CUST102655,Kiran Kumar,34,Male,Married,Graduate,Employed,Driver,62640,5224,2861,14800,10205,637,6,328,6.2,-2,3,LN202655,25,11.33,332,Car,Approved,70001,32,9197,7996,9698,-2,12,23602,Yes,High,Ongoing,Yes
CUST102656,Kavitha Iyer,41,Female,Married,Graduate,Employed,Doctor,90724,7561,4034,30405,20595,806,14,590,7.83,7,4,LN202656,33,9.89,595,Business,Approved,134996,45,13105,11253,20098,-1,34,35298,No,Low,Not Required,No
CUST102657,Aishwarya Rao,36,Female,Married,Graduate,Employed,Bank Officer,82083,6835,3671,25600,17405,752,4,505,7.75,-1,4,LN202657,34,11.85,510,Personal,Approved,115000,43,11896,10246,16904,4,14,31705,No,Low,Not Required,No
CUST102658,Pooja Mehta,44,Female,Single,Graduate,Employed,Designer,86403,7198,3855,28002,19001,774,9,548,7.96,0,3,LN202658,65,8.95,545,Home,Approved,125000,44,12501,10747,18503,-5,-4,33505,No,Low,Not Required,No
CUST102659,Kiran Kumar,24,Male,Married,Graduate,Employed,Driver,62642,5219,2862,14802,10205,635,4,334,6.51,4,0,LN202659,25,11.33,330,Car,Approved,70000,31,9201,7998,9701,3,20,23603,Yes,High,Ongoing,Yes
CUST102660,Kavitha Iyer,46,Female,Married,Graduate,Employed,Doctor,90717,7562,4025,30404,20598,799,7,593,7.94,3,0,LN202660,38,10.01,595,Business,Approved,135003,50,13103,11253,20099,1,34,35303,No,Low,Not Required,No
CUST102661,Anjali Gupta,26,Female,Married,Graduate,Employed,Accountant,64804,5403,2947,16003,11000,644,5,346,6.52,5,4,LN202661,36,11.38,348,Home,Approved,74995,39,9497,8246,10498,-3,29,24498,No,High,Ongoing,Yes
CUST102662,Arjun Patel,32,Male,Married,Graduate,Employed,Business,58323,4857,2676,12395,8600,611,1,295,6.01,7,2,LN202662,52,9.09,291,Business,Approved,59996,37,8597,7504,8097,7,35,21799,No,High,Ongoing,Yes
CUST102663,Divya Sharma,34,Female,Married,Graduate,Employed,Lecturer,77756,6477,3492,23200,15802,723,9,469,7.16,1,-3,LN202663,63,11.27,473,Education,Approved,104999,46,11301,9753,15298,2,32,29897,No,Low,Not Required,No
CUST102664,Manoj Singh,44,Male,Single,Graduate,Employed,Police,92884,7736,4123,31605,21405,809,10,611,8.27,1,1,LN202664,44,10.29,614,Personal,Approved,139997,45,13396,11505,20905,3,3,36201,No,Low,Not Required,No
CUST102665,Rohit Verma,36,Male,Married,Graduate,Employed,Engineer,75605,6305,3396,22001,15002,710,5,447,7.27,7,4,LN202665,43,10.23,448,Home,Approved,100003,44,10996,9496,14497,6,11,29000,No,Medium,Not Required,No
CUST102666,Vikram Das,29,Male,Married,Graduate,Employed,Manager,71277,5944,3219,19602,13404,680,16,414,6.9,8,-4,LN202666,22,8.91,407,Personal,Approved,90005,33,10400,9005,12901,0,31,27198,No,Medium,Not Required,No
CUST102667,Kavitha Iyer,45,Female,Married,Graduate,Employed,Doctor,90721,7558,4028,30399,20604,801,15,595,7.84,2,4,LN202667,34,10.41,594,Business,Approved,134996,43,13103,11248,20104,2,28,35303,No,Low,Not Required,No
CUST102668,Harish Kumar,32,Male,Single,Graduate,Employed,Retailer,79925,6659,3584,24402,16598,738,5,486,7.29,2,1,LN202668,27,12.06,485,Business,Approved,110002,44,11599,10004,16098,-2,3,30800,Yes,Low,Not Required,No
CUST102669,Vikram Das,29,Male,Married,Graduate,Employed,Manager,71276,5944,3219,19598,13399,686,11,408,7.03,7,-4,LN202669,20,9.13,414,Personal,Approved,89998,41,10398,8997,12898,6,33,27195,No,Medium,Not Required,No
CUST102670,Rahul Sharma,20,Male,Single,Graduate,Employed,Engineer,54000,4504,2502,9995,6999,581,4,252,5.32,0,5,LN202670,20,7.8,252,Home,Approved,49996,27,8002,7002,6495,-1,4,19998,No,High,Ongoing,Yes
CUST102671,Mohan Rao,28,Male,Single,Graduate,Employed,Shop Owner,66965,5585,3044,17204,11796,656,11,369,6.55,-4,-5,LN202671,49,12.63,366,Education,Approved,80003,32,9795,8505,11305,5,-2,25399,No,Medium,Not Required,No
CUST102672,Sneha Kapoor,41,Female,Married,Graduate,Employed,Tester,95036,7925,4214,32801,22202,827,15,634,8.25,5,-4,LN202672,65,12.04,627,Car,Approved,145004,51,13696,11753,21701,0,10,37101,No,Low,Not Required,No
CUST102673,Pooja Mehta,43,Female,Single,Graduate,Employed,Designer,86405,7197,3851,28002,18999,775,8,551,7.25,0,5,LN202673,65,8.48,545,Home,Approved,124995,41,12496,10747,18500,3,-4,33499,No,Low,Not Required,No
CUST102674,Suresh Naidu,42,Male,Married,Graduate,Employed,Farmer,88561,7381,3935,29203,19803,791,8,575,7.46,7,-5,LN202674,25,9.47,572,Education,Approved,129995,49,12798,10997,19300,0,15,34396,Yes,Low,Not Required,No
CUST102675,Suresh Naidu,45,Male,Married,Graduate,Employed,Farmer,88556,7378,3944,29196,19801,790,10,573,7.58,2,2,LN202675,24,9.51,575,Education,Approved,130004,46,12795,11003,19297,-4,15,34403,Yes,Low,Not Required,No
CUST102676,Vinod Reddy,40,Male,Married,Graduate,Employed,Electrician,84239,7022,3763,26801,18204,765,10,529,7.45,-2,4,LN202676,52,7.91,529,Car,Approved,119998,39,12202,10504,17703,5,26,32602,No,Low,Not Required,No
CUST102677,Rahul Sharma,23,Male,Single,Graduate,Employed,Engineer,53997,4500,2497,10002,6997,576,1,250,5.77,6,-1,LN202677,20,8.16,251,Home,Approved,49998,32,7998,6996,6500,-5,-3,19999,No,High,Ongoing,Yes
CUST102678,Manoj Singh,46,Male,Single,Graduate,Employed,Police,92884,7743,4116,31598,21398,817,10,608,7.99,6,-3,LN202678,43,10.61,613,Personal,Approved,139996,49,13398,11499,20898,-5,2,36198,No,Low,Not Required,No
CUST102679,Pooja Mehta,42,Female,Single,Graduate,Employed,Designer,86401,7197,3846,28002,19001,778,12,554,7.96,6,-2,LN202679,61,8.64,553,Home,Approved,125000,48,12501,10749,18501,-3,0,33495,No,Low,Not Required,No
CUST102680,Rohit Verma,32,Male,Married,Graduate,Employed,Engineer,75595,6299,3396,21998,14998,711,5,447,7.05,2,1,LN202680,50,10.06,454,Home,Approved,99997,38,10997,9503,14498,-3,20,28999,No,Medium,Not Required,No
CUST102681,Anjali Gupta,34,Female,Married,Graduate,Employed,Accountant,64804,5397,2955,15999,10997,644,11,354,6.42,6,4,LN202681,41,11.32,353,Home,Approved,75001,34,9497,8246,10496,7,32,24496,No,High,Ongoing,Yes
CUST102682,Rahul Sharma,29,Male,Single,Graduate,Employed,Engineer,53995,4495,2496,9995,6998,581,4,252,5.8,6,3,LN202682,19,7.85,255,Home,Approved,49996,28,7996,7004,6502,-5,-3,19999,No,High,Ongoing,Yes
CUST102683,Aishwarya Rao,33,Female,Married,Graduate,Employed,Bank Officer,82082,6844,3671,25603,17398,749,8,506,7.85,6,1,LN202683,37,12.14,506,Personal,Approved,115003,48,11901,10251,16896,5,11,31702,No,Low,Not Required,No
CUST102684,Pooja Singh,33,Female,Married,Graduate,Employed,Nurse,69115,5763,3133,18400,12599,675,9,387,6.58,5,-3,LN202684,59,7.78,387,Business,Approved,84997,34,10098,8752,12096,1,10,26299,No,Medium,Not Required,No
CUST102685,Priya Reddy,25,Female,Married,Graduate,Employed,Analyst,56156,4683,2588,11197,7801,598,5,272,5.86,2,6,LN202685,36,8.64,273,Education,Approved,54998,30,8298,7253,7299,-1,15,20902,No,High,Ongoing,Yes
CUST102686,Pooja Singh,31,Female,Married,Graduate,Employed,Nurse,69117,5759,3133,18405,12605,670,10,385,7.01,2,-2,LN202686,58,7.85,385,Business,Approved,85002,32,10098,8746,12099,1,10,26303,No,Medium,Not Required,No
CUST102687,Anjali Gupta,32,Female,Married,Graduate,Employed,Accountant,64803,5401,2952,16005,11001,644,6,348,6.24,7,0,LN202687,36,10.95,352,Home,Approved,74995,35,9505,8254,10495,2,33,24495,No,High,Ongoing,Yes
CUST102688,Anjali Gupta,29,Female,Married,Graduate,Employed,Accountant,64798,5396,2953,15997,10998,647,13,346,6.73,-1,5,LN202688,40,11.14,352,Home,Approved,75003,32,9503,8247,10499,-3,30,24505,No,High,Ongoing,Yes
CUST102689,Anjali Gupta,29,Female,Married,Graduate,Employed,Accountant,64805,5404,2949,16001,11004,642,10,346,6.62,3,3,LN202689,31,10.99,347,Home,Approved,75001,30,9495,8255,10497,-3,33,24503,No,High,Ongoing,Yes
CUST102690,Manoj Singh,40,Male,Single,Graduate,Employed,Police,92880,7745,4117,31596,21397,809,12,614,7.83,5,5,LN202690,46,10.88,605,Personal,Approved,140005,47,13399,11502,20901,2,3,36200,No,Low,Not Required,No
CUST102691,Sneha Kapoor,48,Female,Married,Graduate,Employed,Tester,95035,7918,4213,32804,22203,822,9,627,7.8,7,-1,LN202691,60,11.98,627,Car,Approved,144995,50,13696,11754,21699,1,11,37103,No,Low,Not Required,No
CUST102692,Divya Sharma,39,Female,Married,Graduate,Employed,Lecturer,77756,6484,3490,23197,15797,724,3,470,7.4,5,-2,LN202692,55,11.06,469,Education,Approved,104998,43,11296,9747,15295,-3,32,29896,No,Low,Not Required,No
